,index,Usuario,Titulo,Tipo,Descripcion,Año de lanzamiento,Clasificacion por edad,Duracion,imdb_usuario,imdb_puntuacion,imdb_votos
4650,4650.0,ts314742,He-Man and the Masters of the Universe,SHOW,Mighty teen Adam and his heroic squad of misfits discover the legendary power of Grayskull â€” and their destiny to defend Eternia from sinister Skeletor.,2021,TV-Y7,26,tt11465278,5,1618
4651,4651.0,tm1018427,Moxie,MOVIE,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.",2021,PG-13,111,tt7737700,6,24003
4652,4652.0,tm855075,Rurouni Kenshin: The Beginning,MOVIE,"Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets gentle Tomoe Yukishiro, a beautiful young woman who carries a huge burden in her heart, his life will change forever.",2021,R,138,tt11991748,7,7958
4655,4655.0,ts272463,Colin in Black & White,SHOW,The life of athlete Colin Kaepernick and his adoptive parents as they navigate the challenges of raising a black son in a white family and community.,2021,TV-14,32,tt12624928,5,7021
4657,4657.0,tm1020851,Back to the Outback,MOVIE,"Tired of being locked in a reptile house where humans gawk at them like they're monsters, a group of Australia's deadliest creatures plot a daring escape from their zoo to the Outback.",2021,PG,95,tt13575806,6,7328
4660,4660.0,tm1158704,Tyler Perry's A Madea Homecoming,MOVIE,Madea's back - hallelujer! And she's not putting up with any nonsense as family drama erupts at her great-grandson's college graduation celebration.,2022,R,105,tt14813966,5,3447
4661,4661.0,ts296825,Gone for Good,SHOW,"Ten years ago, he lost two loved ones. When his fiancÃ©e disappears, he must uncover buried secrets â€” or lose everything. Based on Harlan Coben's novel.",2021,TV-MA,49,tt14252964,6,3863
4663,4663.0,ts269881,Record of Ragnarok,SHOW,"Before eradicating humankind from the world, the gods give them one last chance to prove themselves worthy of survival. Let the Ragnarok battles begin.",2021,TV-MA,24,tt13676344,6,4647
4666,4666.0,tm1038327,Beckett,MOVIE,An American tourist in Greece finds himself on the run after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.,2021,R,109,tt10230994,5,25253
4668,4668.0,ts287294,"Money, Explained",SHOW,"We spend it, we borrow it, and save it. Now let's talk about money and its many minefields, from credit cards to casino, scammers to student loans.",2021,TV-14,23,tt14492910,6,2143
4670,4670.0,ts312071,The Way of the Househusband,SHOW,"Tatsu, a notorious and feared yakuza leader nicknamed ""The Immortal Dragon,"" withdraws from the criminal syndicate and becomes a housekeeper to help his wife, Miku. The series features a variety of comedic settings, typically showing Tatsu's domestic activities and intimidating inequality with his looks, as well as multiple encounters with his former colleagues and rivals in the Japanese Criminal Syndicate.",2021,TV-MA,17,tt13357124,7,3724
4673,4673.0,tm1073510,SAS: Red Notice,MOVIE,A small army of well trained criminals led by Grace Lewis have hijacked a train deep beneath the English Channel.,2021,R,124,tt4479380,5,17719
4674,4674.0,ts302312,Jaguar,SHOW,"In 1960s Spain, a Holocaust survivor joins a group of agents seeking justice against the hundreds of Nazis who fled to the nation to hide after WWII.",2021,TV-MA,43,tt11698590,5,1718
4676,4676.0,ts287328,Yasuke,SHOW,"In a war-torn feudal Japan filled with mechs and magic, the greatest ronin never known, Yasuke, struggles to maintain a peaceful existence after a past life of violence. But when a local village becomes the center of social upheaval between warring daimyo, Yasuke must take up his sword and transport a mysterious child who is the target of dark forces and bloodthirsty warlords.",2021,TV-MA,29,tt9310330,6,4999
4677,4677.0,ts317422,Saturday Morning All Star Hits!,SHOW,Follows Skip and Treybor as they celebrate all that is 80s and 90s television.,2021,TV-14,23,tt15978256,7,846
4682,4682.0,tm1107063,Love and Leashes,MOVIE,"Love never hurt so good for two co-workers who enter a contractual relationship as partners in consensual play, pleasure and pain.",2022,R,118,tt15553956,6,3820
4684,4684.0,tm1167440,My Best Friend Anne Frank,MOVIE,"Based on the real-life friendship between Anne Frank and Hannah Goslar, from Nazi-occupied Amsterdam to their harrowing reunion in a concentration camp.",2021,PG-13,103,tt10360772,6,3731
4685,4685.0,ts260477,Post Mortem: No One Dies in Skarnes,SHOW,"Live Hallangen is declared dead but hours later she suddenly wakes up with a sudden urge for blood. Meanwhile, her brother Odd tries to keep the family driven funeral home afloat.",2021,TV-MA,45,tt13053222,7,3229
4686,4686.0,ts265991,The Cook of Castamar,SHOW,"Set in early 18th-century Madrid, the plot follows the love story between an agoraphobic cook and a widowed nobleman.",2021,TV-MA,54,tt12626014,7,3637
4689,4689.0,ts315041,Bulgasal: Immortal Souls,SHOW,The story of a woman who has gone through several reincarnations over the course of 600 years and remembers all of her past lives and a man who has lived for over 600 years as a mythical creature that feeds off human blood and is cursed with immortality.,2021,TV-MA,71,tt14691616,7,1897
4690,4690.0,ts291718,Pretty Smart,SHOW,A self-proclaimed intellectual is forced to move in with her carefree sister and her sister's lovably eccentric friends.,2021,TV-14,24,tt14369056,5,4209
4691,4691.0,tm983658,Rita Moreno: Just a Girl Who Decided to Go for It,MOVIE,"Rita Moreno defied both her humble upbringing and relentless racism to become one of a select group who have won an Emmy, Grammy, Oscar and Tony Award. Over a seventy year career, she has paved the way for Hispanic-American performers by refusing to be pigeonholed into one-dimensional stereotypes.",2021,PG-13,90,tt10741846,7,711
4692,4692.0,ts300456,My Unorthodox Life,SHOW,The personal and professional life of fashion mogul Julia Haart - former member of an ultra-Orthodox Jewish community turned CEO of Elite World Group.,2021,TV-MA,40,tt14398500,5,1170
4694,4694.0,tm898614,Sweet Girl,MOVIE,A devastated husband vows to bring justice to the people responsible for his wife's death while protecting the only family he has left: his daughter.,2021,R,110,tt10731768,5,30580
4695,4695.0,tm1164962,Restless,MOVIE,"After going to extremes to cover up an accident, a corrupt cop's life spirals out of control when he starts receiving threats from a mysterious witness.",2022,R,95,tt14465894,5,3704
4697,4697.0,ts280892,"Devotion, a Story of Love and Desire",SHOW,"Fidelity tells a story of marital fidelity, in particular the one of Carlo and Margherita, a young couple who needs to face the deflagrant consequences of an alleged betrayal. Their relationship becomes a symbol of fidelity, not only as a couple, but also in the personal choices made every day.",2022,TV-MA,40,tt13956560,6,1262
4701,4701.0,ts268102,Juvenile Justice,SHOW,A tough judge balances her aversion to minor offenders with firm beliefs on justice and punishment as she tackles complex cases inside a juvenile court.,2022,TV-MA,61,tt15553922,8,2163
4702,4702.0,ts282133,City of Ghosts,SHOW,"Meet the Ghost Club! Their adventures take them all around Los Angeles as they interview ghosts, solve problems and learn about their city's history.",2021,TV-Y7,19,tt15477516,6,10
4703,4703.0,ts273100,DOTA: Dragon's Blood,SHOW,"After encounters with a dragon and a princess on her own mission, a Dragon Knight becomes embroiled in events larger than he could have ever imagined.",2021,TV-MA,26,tt14069590,7,17429
4704,4704.0,ts271604,Blue Period,SHOW,"Bored with life, popular high schooler Yatora Yaguchi jumps into the beautiful yet unrelenting world of art after finding inspiration in a painting.",2021,TV-14,25,tt14115912,7,1712
4710,4710.0,tm434625,Wish Dragon,MOVIE,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,2021,PG,99,tt5562070,7,24712
4711,4711.0,ts222864,Falling Into Your Smile,SHOW,"Student Tong Yao makes two vows: to never be in a relationship with someone in the same field and to make up for the Chinese League of Legends. When Tong Yao earns her spot as the first formal female player in China's professional league, she catches the attention of an elite team captain. Facing doubts and inconveniences, she meets each challenge with her own persistence and her teammates' support. After much effort, what will become of her vows? Will she stand on the world stage to make up for six years of regret? Will she avoid a romantic entanglement within the e-sports world?  Adapted from the novel You're Beautiful When You Smile by Qing Mei.",2021,TV-14,44,tt11290960,8,2019
4714,4714.0,ts255486,Godzilla Singular Point,SHOW,"Brought together by a mysterious song, a grad student and an engineer lead the fight against an unimaginable force that may spell doom for the world.",2021,TV-14,24,tt13229964,6,1612
4715,4715.0,ts215989,Snabba Cash,SHOW,"The entrepreneurial jet set as well as the criminal world is more brutal, chaotic and ruthless than ever. When these two worlds collide, loyalty, friendships, and business partners will be tested in the never-ending quest for easy money.",2021,TV-MA,43,tt10540276,7,8176
4717,4717.0,ts299874,Cocaine Cowboys: The Kings of Miami,SHOW,Two childhood friends go from high school dropouts to the most powerful drug kingpins in Miami in this true story of a crime sage that spanned decades.,2021,TV-MA,53,tt15049206,7,2624
4722,4722.0,ts287722,The Upshaws,SHOW,"Bennie Upshaw, the head of a Black working class family in Indianapolis, is a charming, well-intentioned mechanic and lifelong mess just trying his best to step up and care for his family and tolerate his sardonic sister-in-law, all without a blueprint for success.",2021,TV-14,30,tt10945036,6,2296
4724,4724.0,tm1150872,Aziz Ansari: Nightclub Comedian,MOVIE,"After another year of lockdowns, Aziz takes the stage to skewer pandemic life, quarantines, vaccine cards, celebrity side-gigs, smartphones and more.",2022,R,29,tt17005964,7,1964
4725,4725.0,ts270798,Love (ft. Marriage and Divorce),SHOW,"Everything comes unraveling for three successful women who work on a radio show as twists, turns and troubles plague their seemingly happy marriages.",2021,TV-PG,69,tt13814840,6,433
4726,4726.0,tm1003353,Operation Varsity Blues: The College Admissions Scandal,MOVIE,"An examination that goes beyond the celebrity-driven headlines and dives into the methods used by Rick Singer, the man at the center of the shocking 2019 college admissions scandal, to persuade his wealthy clients to cheat an educational system already designed to benefit the privileged.",2021,R,100,tt14111734,6,7993
4728,4728.0,ts320302,Neymar: The Perfect Chaos,SHOW,"Beloved worldwide but also a lightning rod for criticism, Neymar shares the highs and lows of his personal life and brilliant football career.",2022,TV-MA,55,tt16428640,6,2907
4734,4734.0,ts246073,Tribes of Europa,SHOW,"2074. In the wake of a mysterious global disaster, war rages between the Tribes that have emerged from the wreckage of Europe. Three siblings from the peaceful Origine tribe are separated and forced to forge their own paths in an action-packed fight for the future of this new Europa.",2021,TV-MA,47,tt9184982,6,11794
4735,4735.0,tm863823,Finding 'Ohana,MOVIE,"Two Brooklyn siblings' summer in a rural Oahu town takes an exciting turn when a journal pointing to long-lost treasure sets them on an adventure, leading them to reconnect with their Hawaiian heritage.",2021,PG,123,tt10332588,6,9819
4738,4738.0,ts308838,Bad Sport,SHOW,True crime and sports come together in this docuseries. Global controversies and scandals are explored through reports from those involved.,2021,TV-MA,65,tt15402912,7,1912
4739,4739.0,ts216407,Age of Samurai: Battle for Japan,SHOW,An exploration of the warring kingdoms of feudal Japan when several powerful warlords fought to become absolute ruler.,2021,TV-MA,43,tt10551256,7,4022
